"year","source","d_form","c_code","code","code2","price","generic","volume","cost","prefecture","area","category"
2018,"pharmacy","injection",721,622157501,"7219415A4048",447,1,NA,NA,"Gunma","Kantō","X-ray contrast media"
2021,"hospitalized","topical",247,622437801,"2473700S7027",68.8,0,0,0,"Toyama","Chūbu","Estrogen and progestogen preparations"
2018,"hospitalized","topical",229,621829501,"2290800G4031",6235.6,0,0,0,"Tottori","Chūgoku","Other respiratory drugs"
2020,"hospitalized","oral",590,610433036,"5900001A1041",10.3,0,0,0,"Hokkaidō","Hokkaidō","Other crude-drug and Kampo-based preparations"
2019,"outpatients","topical",266,662660008,"2663700X1012",187,0,0,0,"Mie","Chūbu","Skin emollients (including caustic agents)"
2018,"outpatients","injection",314,621652101,"3140401A1039",56,1,0,0,"Kyōto","Kinki","Vitamin C preparations"
2023,"pharmacy","oral",811,622839101,"8119002S1027",89.2,1,0,0,"Shiga","Kinki","Opium alkaloid narcotics"
2018,"pharmacy","oral",313,620691002,"3131002F1330",5.4,1,1112527.5,6007648.5,"Kanagawa","Kantō","Vitamin B preparations (excluding vitamin B1)"
2020,"hospitalized","oral",112,620059301,"1129007F1018",6.9,1,11535.5,79594.95,"Fukui","Chūbu","Hypnotics and sedatives; anxiolytics"
2018,"outpatients","oral",239,610421334,"2399010F1028",9.9,0,24706,244589.4,"Gunma","Kantō","Other gastrointestinal drugs"
2015,"pharmacy","injection",323,620004173,"3231401T1028",224,0,0,0,"Mie","Chūbu","Carbohydrate preparations"
2021,"outpatients","injection",245,620525301,"2454405H3027",167,0,28804,4810268,"Ishikawa","Chūbu","Adrenocortical hormone preparations"
2020,"hospitalized","oral",223,621752101,"2233002F2111",7.9,1,337162.3,2663582.17,"Ōsaka","Kinki","Expectorants"
2022,"outpatients","oral",313,610463168,"3135002B1036",50.2,0,0,0,"Nagasaki","Kyūshū","Vitamin B preparations (excluding vitamin B1)"
2023,"outpatients","topical",119,622825901,"1190700S2114",104.7,1,0,0,"Shiga","Kinki","Other central nervous system drugs"
2015,"pharmacy","injection",399,622199701,"3999425S7020",4787,0,0,0,"Okayama","Chūgoku","Metabolic agents not elsewhere classified"
2020,"outpatients","oral",613,620009332,"6132016F2038",26.2,1,38321,1004010.2,"Yamagata","Tōhoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2022,"hospitalized","injection",490,629700801,"4900407X1023",1431918,0,0,0,"Aichi","Chūbu","Other tissue and cellular function drugs"
2021,"outpatients","injection",219,620009504,"2190406G1015",953,1,565,538445,"Aichi","Chūbu","Other cardiovascular drugs"
2017,"outpatients","topical",235,662350106,"2359700J2017",19.3,0,0,0,"Okinawa","Kyūshū","Laxatives and enemas"
2020,"hospitalized","topical",265,622024601,"2655709Q1017",18.2,1,1260,22932,"Fukushima","Tōhoku","Antiparasitic dermatological agents"
2015,"hospitalized","oral",235,612350042,"2354002F2028",7.1,1,9877,70126.7,"Fukushima","Tōhoku","Laxatives and enemas"
2020,"outpatients","topical",333,622210301,"3339950R1045",13.2,1,5400,71280,"Akita","Tōhoku","Anticoagulants"
2016,"outpatients","topical",225,621903102,"2259704G8037",710.4,0,0,0,"Gifu","Chūbu","Bronchodilators"
2022,"outpatients","injection",422,622855601,"4229401D1070",63053,1,0,0,"Kōchi","Shikoku","Antimetabolites"
2016,"pharmacy","oral",613,616130406,"6132008M2024",68.3,0,0,0,"Shimane","Chūgoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2021,"hospitalized","oral",624,622372501,"6241013S2029",124.1,1,0,0,"Saitama","Kantō","Synthetic antibacterial agents"
2019,"outpatients","injection",342,620009180,"3420419H1065",2183,0,1026,2239758,"Yamaguchi","Chūgoku","Peritoneal dialysis agents"
2017,"hospitalized","oral",314,613140004,"3140001B3018",7.5,0,0,0,"Shimane","Chūgoku","Vitamin C preparations"
2018,"outpatients","topical",711,667110004,"7119702X1019",23.1,0,0,0,"Hiroshima","Chūgoku","Excipients"
2020,"pharmacy","oral",217,621959601,"2171022F4184",15.2,1,15688,238457.6,"Shiga","Kinki","Vasodilators"
2016,"hospitalized","oral",613,621076301,"6131008C1033",57.9,0,0,0,"Shimane","Chūgoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2022,"outpatients","topical",119,622838301,"1190700S4087",134.4,1,0,0,"Kagawa","Shikoku","Other central nervous system drugs"
2015,"hospitalized","injection",613,640451036,"6139401D1020",1821,0,5229,9522009,"Gifu","Chūbu","Agents mainly active against Gram-positive and Gram-negative bacteria"
2021,"pharmacy","oral",218,621531001,"2189010F1357",11.4,1,262080,2987712,"Ishikawa","Chūbu","Antihyperlipidemic agents"
2017,"hospitalized","injection",729,622396901,"7290411G4021",5533,0,0,0,"Ōita","Kyūshū","Other diagnostic agents (excluding in vitro diagnostics)"
2018,"hospitalized","oral",133,620235201,"1339005F1458",6,1,14557,87342,"Nara","Kinki","Antivertigo drugs"
2022,"outpatients","oral",223,622310900,"2239001F1017",5.7,1,0,0,"Miyagi","Tōhoku","Expectorants"
2017,"hospitalized","topical",611,621971901,"6113700M1023",4887,0,0,0,"Shimane","Chūgoku","Agents mainly active against Gram-positive bacteria"
2017,"outpatients","injection",219,620363601,"2190404A5019",86,1,0,0,"Ehime","Shikoku","Other cardiovascular drugs"
2019,"outpatients","injection",123,641230018,"1233400A2016",94,0,0,0,"Tokushima","Shikoku","Autonomic nervous system agents"
2020,"hospitalized","injection",634,622191301,"6342402X5022",13788,0,0,0,"Shimane","Chūgoku","Blood products"
2015,"hospitalized","injection",333,620002285,"3334402G4055",153,0,0,0,"Wakayama","Kinki","Anticoagulants"
2021,"hospitalized","oral",113,620062901,"1139002F1100",6.1,1,4852.5,29600.25,"Ishikawa","Chūbu","Antiepileptics"
2017,"outpatients","topical",131,621990401,"1319739Q1223",309,1,30780,9511020,"Ibaraki","Kantō","Ophthalmic preparations"
2020,"outpatients","topical",121,621395101,"1214701R1068",22,1,1757,38654,"Fukui","Chūbu","Local anesthetics"
2021,"hospitalized","injection",423,622014001,"4235402D2036",6388,0,0,0,"Mie","Chūbu","Antineoplastic antibiotic preparations"
2020,"hospitalized","oral",624,616290167,"6241010F2027",68.4,0,5550,379620,"Hokkaidō","Hokkaidō","Synthetic antibacterial agents"
2022,"hospitalized","oral",396,622360601,"3969022F1029",169.1,0,1988,336170.8,"Iwate","Tōhoku","Antidiabetic drugs"
2020,"outpatients","injection",721,621189001,"7219415H5069",4648,0,0,0,"Tottori","Chūgoku","X-ray contrast media"
2020,"pharmacy","oral",212,612120222,"2129003M1021",14.7,0,69532,1022120.4,"Ōita","Kyūshū","Antiarrhythmic agents"
2018,"hospitalized","injection",124,620008950,"1242401A1340",56,1,0,0,"Kyōto","Kinki","Antispasmodics"
2018,"outpatients","oral",233,612330192,"2339107X1021",6.2,0,39784.2,246662.04,"Tokyo","Kantō","Digestive agents"
2020,"outpatients","oral",394,620856208,"3943001F1012",7.8,1,19689,153574.2,"Kagoshima","Kyūshū","Anti-gout agents"
2022,"outpatients","oral",322,620728108,"3221001X1101",8.1,0,0,0,"Ōita","Kyūshū","Mineral preparations"
2020,"hospitalized","oral",510,615101967,"5100010X1023",13.76,0,0,0,"Niigata","Chūbu","Crude drugs"
2019,"pharmacy","oral",621,622173801,"6219001H2060",14,1,73111,1023554,"Iwate","Tōhoku","Sulfonamides"
2020,"outpatients","topical",261,662610007,"2619702Q3135",1.94,0,23333.16,45266.3304,"Hiroshima","Chūgoku","External antiseptics and disinfectants"
2015,"pharmacy","topical",225,620004223,"2259707S1047",28,1,17552,491456,"Tokyo","Kantō","Bronchodilators"
2021,"pharmacy","topical",269,622782000,"2691700M1010",48.1,1,0,0,"Iwate","Tōhoku","Other dermatological preparations"
2020,"outpatients","oral",123,622717000,"1231013M2012",5.9,1,0,0,"Ibaraki","Kantō","Autonomic nervous system agents"
2016,"outpatients","oral",394,622032301,"3943001F2132",6,1,0,0,"Yamanashi","Chūbu","Anti-gout agents"
2020,"outpatients","injection",314,620712622,"3140400A4017",84,0,2565,215460,"Wakayama","Kinki","Vitamin C preparations"
2019,"hospitalized","oral",231,620007036,"2318001Q1102",3.1,1,5361,16619.1,"Tottori","Chūgoku","Antidiarrheals and intestinal regulators"
2018,"pharmacy","injection",634,621154501,"6343409X7016",31822,0,NA,NA,"Miyazaki","Kyūshū","Blood products"
2020,"hospitalized","oral",332,613320103,"3321002F2269",6.5,1,0,0,"Fukushima","Tōhoku","Hemostatic agents"
2017,"outpatients","topical",264,620007796,"2649729S1189",19.2,0,115126,2210419.2,"Toyama","Chūbu","Analgesic, antipruritic, astringent, and anti-inflammatory dermatological agents"
2018,"outpatients","injection",392,621813603,"3929407D4046",4538,1,0,0,"Okayama","Chūgoku","Antidotes"
2020,"pharmacy","injection",333,620004194,"3334402G3067",116,1,0,0,"Ōita","Kyūshū","Anticoagulants"
2020,"outpatients","injection",333,622131301,"3334402G8042",159,1,1386,220374,"Saitama","Kantō","Anticoagulants"
2022,"outpatients","oral",214,622143501,"2149048F1022",140.2,0,1078584.5,151217546.9,"Kumamoto","Kyūshū","Antihypertensive agents"
2015,"pharmacy","topical",132,620004822,"1324704Q1033",4.5,0,5181.45,23316.525,"Ishikawa","Chūbu","Otorhinolaryngological preparations"
2019,"pharmacy","oral",248,622588401,"2482009F1074",150.2,1,0,0,"Yamaguchi","Chūgoku","Mixed hormone preparations"
2019,"outpatients","topical",114,661140020,"1145700J3012",19.3,0,0,0,"Tokushima","Shikoku","Antipyretic, analgesic and anti-inflammatory drugs"
2018,"hospitalized","injection",217,620331702,"2171404A1042",161,1,2099,337939,"Shiga","Kinki","Vasodilators"
2015,"outpatients","injection",211,621399003,"2119402A3011",143,1,0,0,"Kōchi","Shikoku","Cardiotonic agents"
2016,"hospitalized","injection",424,622231901,"4240405A2041",29802,1,0,0,"Miyagi","Tōhoku","Antineoplastic plant-derived preparations"
2018,"hospitalized","oral",510,610408490,"5100151X1012",4.46,0,0,0,"Hiroshima","Chūgoku","Crude drugs"
2018,"hospitalized","oral",124,620006135,"1249009F1333",5.8,1,1723,9993.4,"Miyagi","Tōhoku","Antispasmodics"
2022,"outpatients","injection",114,620074401,"1143400A2017",59,1,2747,162073,"Ōita","Kyūshū","Antipyretic, analgesic and anti-inflammatory drugs"
2018,"hospitalized","oral",245,612450118,"2456001F1019",9.6,0,453973.25,4358143.2,"Ōita","Kyūshū","Adrenocortical hormone preparations"
2023,"hospitalized","topical",132,622619300,"1329706Q1012",55.7,0,0,0,"Nagasaki","Kyūshū","Otorhinolaryngological preparations"
2016,"hospitalized","injection",729,621993901,"7290408G4062",2187,1,0,0,"Miyazaki","Kyūshū","Other diagnostic agents (excluding in vitro diagnostics)"
2022,"pharmacy","oral",217,620003887,"2171022F4028",21.4,0,1119071,23948119.4,"Miyagi","Tōhoku","Vasodilators"
2018,"hospitalized","injection",611,620009509,"6119400A3045",2215,0,0,0,"Shizuoka","Chūbu","Agents mainly active against Gram-positive bacteria"
2021,"outpatients","topical",119,622839801,"1190700S1126",137.1,1,0,0,"Tottori","Chūgoku","Other central nervous system drugs"
2021,"outpatients","oral",239,622185501,"2399010F2032",10.1,1,42795,432229.5,"Fukuoka","Kyūshū","Other gastrointestinal drugs"
2023,"hospitalized","oral",399,622003201,"3999027F1020",67.8,0,2497,169296.6,"Shimane","Chūgoku","Metabolic agents not elsewhere classified"
2021,"hospitalized","injection",325,620007512,"3259521G1034",1361,0,0,0,"Hiroshima","Chūgoku","Protein and amino acid preparations"
2018,"outpatients","oral",216,622657001,"2160005F1072",352.2,1,0,0,"Shiga","Kinki","Vasoconstrictors"
2016,"pharmacy","oral",255,620006121,"2559001M1074",13.2,1,0,0,"Chiba","Kantō","Anti-hemorrhoidal agents"
2016,"pharmacy","oral",322,620006032,"3222004X1030",8.6,1,7185,61791,"Kagawa","Shikoku","Mineral preparations"
2022,"outpatients","topical",119,622838101,"1190700S2084",119,1,6315,751485,"Niigata","Chūbu","Other central nervous system drugs"
2016,"hospitalized","topical",131,621985701,"1319758Q1021",641.2,0,3266.52,2094492.624,"Tokyo","Kantō","Ophthalmic preparations"
2017,"outpatients","injection",624,622030201,"6241402G1024",5417,0,1443.5,7819439.5,"Ibaraki","Kantō","Synthetic antibacterial agents"
2023,"hospitalized","topical",263,660462005,"2634713M1020",26,0,3319.6,86309.6,"Okinawa","Kyūshū","Agents for suppurative diseases"
2019,"outpatients","topical",131,620204101,"1315704Q2065",19.5,1,3088,60216,"Nara","Kinki","Ophthalmic preparations"
2020,"pharmacy","oral",441,611410122,"4413002F1031",5.7,0,28908.6,164779.02,"Hiroshima","Chūgoku","Antihistamines"
2023,"pharmacy","oral",392,622868301,"3929008D1049",422.5,1,0,0,"Saga","Kyūshū","Antidotes"
2019,"pharmacy","oral",613,621744401,"6132011F1110",35.1,1,65396.5,2295417.15,"Kanagawa","Kantō","Agents mainly active against Gram-positive and Gram-negative bacteria"
2015,"hospitalized","topical",114,661140020,"1145700J3012",19.3,0,0,0,"Ōsaka","Kinki","Antipyretic, analgesic and anti-inflammatory drugs"
2020,"pharmacy","oral",212,622591201,"2123016F2014",12.2,1,7657,93415.4,"Nara","Kinki","Antiarrhythmic agents"
2015,"hospitalized","injection",212,622422801,"2123404D3028",17672,0,0,0,"Mie","Chūbu","Antiarrhythmic agents"
2020,"outpatients","oral",117,611170326,"1172014F1027",5.7,0,26489,150987.3,"Tokushima","Shikoku","Psychotropic drugs"
2016,"pharmacy","topical",713,620001848,"7131700X1049",0.36,0,505278.4,181900.224,"Miyazaki","Kyūshū","Solubilizing agents"
2020,"hospitalized","oral",113,621639203,"1135002C1059",28.7,0,0,0,"Kōchi","Shikoku","Antiepileptics"
2023,"pharmacy","oral",121,620003539,"1214001S1054",5.3,0,0,0,"Hokkaidō","Hokkaidō","Local anesthetics"
2015,"outpatients","injection",241,620006206,"2413402X4110",444,0,6059,2690196,"Hokkaidō","Hokkaidō","Pituitary hormone preparations"
2021,"outpatients","topical",332,660433021,"3325700X8022",1752.8,1,0,0,"Miyagi","Tōhoku","Hemostatic agents"
2016,"pharmacy","oral",510,615100342,"5100127X1019",1.63,0,0,0,"Kagawa","Shikoku","Crude drugs"
2019,"pharmacy","oral",239,620005027,"2399006F1331",14,0,90672,1269408,"Fukui","Chūbu","Other gastrointestinal drugs"
2017,"pharmacy","oral",290,622510001,"2900003Q1029",260.7,0,24841.2,6476100.84,"Kyōto","Kinki","Other organ-system drugs"
2016,"hospitalized","topical",217,620004821,"2171700S1095",73.3,0,42405.125,3108295.6625,"Gunma","Kantō","Vasodilators"
2018,"outpatients","topical",629,622651401,"6290704D1026",1181.7,0,0,0,"Aichi","Chūbu","Other chemotherapeutic agents"
2021,"hospitalized","injection",323,620006646,"3231401A9095",207,0,0,0,"Kōchi","Shikoku","Carbohydrate preparations"
2021,"hospitalized","oral",114,611140236,"1148001F2101",10.2,0,1149,11719.8,"Mie","Chūbu","Antipyretic, analgesic and anti-inflammatory drugs"
2015,"pharmacy","injection",124,620007425,"1242400A1035",62,0,0,0,"Kumamoto","Kyūshū","Antispasmodics"
2018,"pharmacy","injection",241,621283401,"2412402L2038",61276,0,0,0,"Hyōgo","Kinki","Pituitary hormone preparations"
2015,"outpatients","oral",399,620004854,"3999022F1028",679.2,0,0,0,"Kyōto","Kinki","Metabolic agents not elsewhere classified"
2023,"outpatients","injection",392,620008399,"3929400H2019",264,0,547.54,144550.56,"Gunma","Kantō","Antidotes"
2019,"outpatients","injection",399,620897501,"3999408G1018",334,1,8193,2736462,"Kagoshima","Kyūshū","Metabolic agents not elsewhere classified"
2017,"pharmacy","oral",234,612340119,"2344006X1169",1.19,0,0,0,"Tokushima","Shikoku","Antacids"
2015,"outpatients","injection",339,640462012,"3399405G2026",18936,0,0,0,"Hyōgo","Kinki","Other blood and body fluid agents"
2022,"outpatients","oral",224,620395001,"2249106Q1066",1.95,0,1089.5,2124.525,"Iwate","Tōhoku","Antitussive–expectorant combinations"
2023,"outpatients","oral",239,622209701,"2399010F2016",10.1,1,25735.4,259927.54,"Ibaraki","Kantō","Other gastrointestinal drugs"
2017,"hospitalized","injection",423,620005148,"4235400D1030",3315,0,0,0,"Nagasaki","Kyūshū","Antineoplastic antibiotic preparations"
2017,"pharmacy","injection",325,620007183,"3259518G2047",643,0,0,0,"Okayama","Chūgoku","Protein and amino acid preparations"
2023,"hospitalized","topical",629,622471601,"6290703Q1023",764,0,1418,1083352,"Tokyo","Kantō","Other chemotherapeutic agents"
2018,"hospitalized","topical",713,621172807,"7131700X1154",0.42,0,1469.14,617.0388,"Kōchi","Shikoku","Solubilizing agents"
2019,"hospitalized","topical",114,621968301,"1141700J1088",19.3,0,0,0,"Yamaguchi","Chūgoku","Antipyretic, analgesic and anti-inflammatory drugs"
2021,"outpatients","injection",391,643910091,"3919502A1155",57,1,4213,240141,"Kyōto","Kinki","Drugs for liver diseases"
2019,"pharmacy","injection",613,620003739,"6132401G3052",610,0,0,0,"Akita","Tōhoku","Agents mainly active against Gram-positive and Gram-negative bacteria"
2015,"hospitalized","oral",116,611240415,"1169001F1024",8.6,0,106248.8,913739.68,"Ōsaka","Kinki","Anti-Parkinson drugs"
2018,"pharmacy","injection",247,620008396,"2475401A2016",158,0,0,0,"Gifu","Chūbu","Estrogen and progestogen preparations"
2023,"pharmacy","oral",113,620002054,"1139004G2039",12.9,0,460787,5944152.3,"Hiroshima","Chūgoku","Antiepileptics"
2017,"hospitalized","oral",624,621963801,"6241010F2124",41.6,1,0,0,"Kōchi","Shikoku","Synthetic antibacterial agents"
2023,"hospitalized","injection",122,620005830,"1229405A2024",552,0,10742.24,5929716.48,"Mie","Chūbu","Skeletal muscle relaxants"
2021,"outpatients","injection",249,622114501,"2492413P1024",1533,0,0,0,"Miyazaki","Kyūshū","Other hormonal preparations (including antihormonal agents)"
2023,"outpatients","injection",219,620369601,"2190501A6125",349,0,0,0,"Tochigi","Kantō","Other cardiovascular drugs"
2019,"outpatients","oral",124,620006135,"1249009F1333",5.8,1,0,0,"Shizuoka","Chūbu","Antispasmodics"
2023,"hospitalized","oral",224,612240001,"2249107S1025",1.52,0,0,0,"Tokushima","Shikoku","Antitussive–expectorant combinations"
2015,"pharmacy","oral",629,621629201,"6290004M1070",171.2,1,40589,6948836.8,"Hyōgo","Kinki","Other chemotherapeutic agents"
2021,"outpatients","injection",214,642140023,"2149400A2023",255,0,0,0,"Kōchi","Shikoku","Antihypertensive agents"
2023,"pharmacy","oral",225,620401201,"2252006R2057",36.1,1,0,0,"Nagano","Chūbu","Bronchodilators"
2018,"pharmacy","topical",821,622505101,"8219700T2030",492.3,1,0,0,"Wakayama","Kinki","Synthetic narcotics"
2016,"pharmacy","injection",232,642320013,"2325400A1077",137,0,0,0,"Miyazaki","Kyūshū","Anti-peptic ulcer agents"
2020,"hospitalized","oral",233,620008553,"2339106B1216",7.6,0,0,0,"Shiga","Kinki","Digestive agents"
2017,"hospitalized","oral",624,622379101,"6241013F2047",94.4,1,0,0,"Yamanashi","Chūbu","Synthetic antibacterial agents"
2021,"pharmacy","oral",392,622389101,"3929007F2025",430,0,100494.4,43212592,"Aomori","Tōhoku","Antidotes"
2015,"outpatients","injection",211,620005188,"2119404G3056",2862,1,0,0,"Tochigi","Kantō","Cardiotonic agents"
2020,"outpatients","injection",245,620003832,"2454407A1033",1971,0,12078,23805738,"Saitama","Kantō","Adrenocortical hormone preparations"
2018,"pharmacy","oral",117,622293001,"1179050S1022",209.2,0,379764.3,79446691.56,"Chiba","Kantō","Psychotropic drugs"
2019,"hospitalized","injection",441,620930901,"4411400A1033",56,0,0,0,"Nagano","Chūbu","Antihistamines"
2023,"pharmacy","oral",233,612330454,"2331003X1019",2.49,0,2013.6,5013.864,"Iwate","Tōhoku","Digestive agents"
2020,"hospitalized","oral",243,620004391,"2432001F1017",9.8,0,45393.35,444854.83,"Saitama","Kantō","Thyroid and parathyroid hormone preparations"
2017,"pharmacy","oral",116,620004853,"1169014F1021",217.3,0,249325.5,54178431.15,"Nara","Kinki","Anti-Parkinson drugs"
2020,"pharmacy","oral",133,622015701,"1339002F1012",5.7,1,53618,305622.6,"Hiroshima","Chūgoku","Antivertigo drugs"
2021,"pharmacy","oral",399,610451009,"3999014D1022",158,0,93174.75,14721610.5,"Chiba","Kantō","Metabolic agents not elsewhere classified"
2021,"hospitalized","injection",219,620002976,"2190406G2038",2618,0,0,0,"Hyōgo","Kinki","Other cardiovascular drugs"
2020,"outpatients","injection",111,640451018,"1119402G2021",1626,0,0,0,"Iwate","Tōhoku","General anesthetics"
2022,"pharmacy","injection",331,621311101,"3319561A2032",218,0,0,0,"Fukuoka","Kyūshū","Blood substitutes"
2016,"outpatients","oral",629,616290164,"6290002M1020",514,0,2180,1120520,"Chiba","Kantō","Other chemotherapeutic agents"
2016,"pharmacy","oral",510,620970624,"5100121A1019",2.17,0,0,0,"Akita","Tōhoku","Crude drugs"
2018,"pharmacy","oral",625,621352902,"6250002F1297",35.8,1,13903,497727.4,"Chiba","Kantō","Antiviral agents"
2021,"outpatients","oral",641,622532901,"6419102F1024",246.8,0,0,0,"Tottori","Chūgoku","Antiprotozoal agents"
2022,"hospitalized","topical",265,620006527,"2659708N1066",27.8,0,0,0,"Shiga","Kinki","Antiparasitic dermatological agents"
2023,"pharmacy","oral",799,622378301,"7990100S1020",522,1,0,0,"Chiba","Kantō","Non-therapeutic pharmaceutical agents not elsewhere classified"
2016,"outpatients","injection",117,641170046,"1179406A2025",2456,0,1163,2856328,"Hokkaidō","Hokkaidō","Psychotropic drugs"
2016,"hospitalized","oral",396,622462501,"3969008F4028",54.3,0,0,0,"Wakayama","Kinki","Antidiabetic drugs"
2021,"pharmacy","oral",332,613320101,"3322001X1015",1.74,0,0,0,"Fukushima","Tōhoku","Hemostatic agents"
2018,"hospitalized","injection",613,621708501,"6139402D1032",1100,0,66112,72723200,"Ōsaka","Kinki","Agents mainly active against Gram-positive and Gram-negative bacteria"
2019,"outpatients","injection",721,621188001,"7219415A9066",1426,0,0,0,"Nagano","Chūbu","X-ray contrast media"
2019,"outpatients","oral",214,621769402,"2149110F1040",115.7,0,339330.5,39260538.85,"Fukuoka","Kyūshū","Antihypertensive agents"
2023,"outpatients","oral",449,622233801,"4490023F1016",10.3,1,30202,311080.6,"Miyazaki","Kyūshū","Other antiallergic agents"
2016,"outpatients","injection",313,620005205,"3134402A2202",56,1,0,0,"Miyazaki","Kyūshū","Vitamin B preparations (excluding vitamin B1)"
2017,"outpatients","topical",712,667120010,"7121710X1011",31.04,0,0,0,"Nara","Kinki","Ointment bases"
2016,"hospitalized","oral",233,612330330,"2339209M1022",5.6,1,0,0,"Okinawa","Kyūshū","Digestive agents"
2016,"outpatients","oral",821,622293601,"8219001F2026",811.9,0,0,0,"Tochigi","Kantō","Synthetic narcotics"
2023,"outpatients","injection",122,620003753,"1229402D1039",9131,0,0,0,"Hyōgo","Kinki","Skeletal muscle relaxants"
2020,"hospitalized","injection",241,620003472,"2413404D1025",3445,0,0,0,"Gunma","Kantō","Pituitary hormone preparations"
2021,"pharmacy","oral",339,621776502,"3399004M4122",36.5,1,146900,5361850,"Chiba","Kantō","Other blood and body fluid agents"
2023,"hospitalized","oral",117,622180101,"1179042F2190",26.4,1,7277,192112.8,"Gunma","Kantō","Psychotropic drugs"
2021,"pharmacy","oral",441,620006058,"4413004F1200",8.4,0,59331,498380.4,"Miyagi","Tōhoku","Antihistamines"
2020,"hospitalized","oral",212,620258110,"2129003M1013",5.9,1,0,0,"Wakayama","Kinki","Antiarrhythmic agents"
2020,"hospitalized","oral",223,610451030,"2233004F1033",10.1,0,8492,85769.2,"Kanagawa","Kantō","Expectorants"
2017,"hospitalized","oral",821,622350601,"8219003G2020",206.3,0,0,0,"Shiga","Kinki","Synthetic narcotics"
2018,"outpatients","oral",259,620002653,"2590001F1024",8.5,0,109871,933903.5,"Nagano","Chūbu","Other genitourinary and anorectal drugs"
2022,"hospitalized","oral",721,610444110,"7212022A2025",1.47,0,3300,4851,"Kanagawa","Kantō","X-ray contrast media"
2019,"hospitalized","topical",269,620007621,"2699702M1034",48.2,0,0,0,"Shimane","Chūgoku","Other dermatological preparations"
2016,"hospitalized","injection",821,621208101,"8219400A1063",289,0,7774.5,2246830.5,"Fukui","Chūbu","Synthetic narcotics"
2020,"hospitalized","oral",510,615100190,"5100045X1019",1.27,0,0,0,"Yamagata","Tōhoku","Crude drugs"
2023,"outpatients","injection",391,620009150,"3919502A1384",123,0,9826,1208598,"Kagoshima","Kyūshū","Drugs for liver diseases"
2021,"outpatients","oral",121,621393301,"1214001S1062",4.1,1,21313,87383.3,"Miyagi","Tōhoku","Local anesthetics"
2015,"outpatients","topical",226,621269801,"2260700C1149",6.2,1,224424,1391428.8,"Gunma","Kantō","Gargles"
2016,"hospitalized","injection",249,620008952,"2492417G1030",2601,0,0,0,"Aomori","Tōhoku","Other hormonal preparations (including antihormonal agents)"
2023,"hospitalized","oral",399,622875001,"3999056M1026",1403.9,0,2549,3578541.1,"Miyazaki","Kyūshū","Metabolic agents not elsewhere classified"
2016,"outpatients","injection",821,648210007,"8219502A1028",365,0,0,0,"Ibaraki","Kantō","Synthetic narcotics"
2015,"pharmacy","topical",264,620604501,"2646700M1163",29.9,0,116978,3497642.2,"Nara","Kinki","Analgesic, antipruritic, astringent, and anti-inflammatory dermatological agents"
2016,"pharmacy","injection",323,620007423,"3239512X1059",358,0,0,0,"Shiga","Kinki","Carbohydrate preparations"
2015,"hospitalized","oral",225,620005934,"2259004Q1120",3.8,1,0,0,"Tochigi","Kantō","Bronchodilators"
2022,"pharmacy","topical",119,622823801,"1190700S2041",119,1,31184,3710896,"Chiba","Kantō","Other central nervous system drugs"
2017,"pharmacy","oral",211,620242309,"2119003F2650",5.9,1,133445,787325.5,"Miyazaki","Kyūshū","Cardiotonic agents"
2022,"outpatients","oral",821,622265101,"8219001K7026",937.3,0,0,0,"Tokyo","Kantō","Synthetic narcotics"
2016,"outpatients","injection",633,646330021,"6331409X1017",13360,0,0,0,"Akita","Tōhoku","Antitoxins and anti-leptospira sera"
2015,"hospitalized","oral",713,621171704,"7131001X1275",0.15,0,0,0,"Miyazaki","Kyūshū","Solubilizing agents"
2023,"hospitalized","oral",290,612900052,"2900001F1029",6.9,0,12471,86049.9,"Okayama","Chūgoku","Other organ-system drugs"
2018,"hospitalized","topical",119,622082401,"1190700S4028",417.2,0,7144,2980476.8,"Nagano","Chūbu","Other central nervous system drugs"
2017,"pharmacy","topical",712,667120030,"7122702X1014",3.2,0,0,0,"Kōchi","Shikoku","Ointment bases"
2017,"outpatients","oral",214,622357301,"2149041F3309",39.6,1,47417.5,1877733,"Nara","Kinki","Antihypertensive agents"
2020,"hospitalized","oral",114,621634301,"1149029F1017",10.1,1,0,0,"Iwate","Tōhoku","Antipyretic, analgesic and anti-inflammatory drugs"
2022,"outpatients","oral",313,620708606,"3136004F2014",5.7,1,8745,49846.5,"Kyōto","Kinki","Vitamin B preparations (excluding vitamin B1)"
2020,"outpatients","oral",113,620004351,"1139007F2029",54.9,0,2520,138348,"Kagawa","Shikoku","Antiepileptics"
2018,"hospitalized","oral",617,620007032,"6173001Q1055",53.6,0,41396.4,2218847.04,"Shizuoka","Chūbu","Agents mainly active against fungi"
2016,"pharmacy","oral",396,620005559,"3969004F3066",14.5,1,1040891.5,15092926.75,"Shizuoka","Chūbu","Antidiabetic drugs"
2019,"outpatients","oral",399,620003169,"3999003F1297",41.4,0,37509,1552872.6,"Toyama","Chūbu","Metabolic agents not elsewhere classified"
2018,"hospitalized","oral",218,622598501,"2189017F3181",21.7,1,2332,50604.4,"Gunma","Kantō","Antihyperlipidemic agents"
